Type,Name,Price,PriceDiff,Tag,Request_Processor,Request_Memory,Comment_All,Comment_Positive,Comment_Negative,TagMode,TagStyle,TagPerson,TagDimension,TagNumPlayer
game,Like a Dragon Gaiden: The Man Who Erased His Name,892,298,"Action, Beat 'em up, Action RPG, Action-Adventure, Violent, Sexual Content, Story Rich, Martial Arts, JRPG, Singleplayer, Gore, Comedy, Open World, Adventure, Hack and Slash, Great Soundtrack, Dog, Emotional, ",Intermediate,normal,6156,5993,163,Beat 'em up,"Action, Adventure",,,Singleplayer
game,NieR:Automata™,476,714,"Great Soundtrack, Story Rich, Female Protagonist, Hack and Slash, Action, RPG, Open World, JRPG, Anime, Post-apocalyptic, Singleplayer, Robots, Atmospheric, Sci-fi, Nudity, Adventure, Bullet Hell, Spectacle fighter, Character Action Game, Violent, ",Beginner,low,122507,105580,16927,RPG,"Action, Adventure",,,Singleplayer
game,Destiny 2,524,1066,"Free to Play, Open World, FPS, Looter Shooter, MMORPG, Co-op, PvE, Multiplayer, PvP, Shooter, Massively Multiplayer, Loot, First-Person, Sci-fi, Action, Lore-Rich, Adventure, Space, Competitive, Atmospheric, ",Beginner,normal,577828,466330,111498,,"Co-op, Action, Adventure",,,Multiplayer
game,Kon's Lesson!,224,25,"Sexual Content, Casual, Interactive Fiction, Anime, Cute, Nudity, Hentai, NSFW, Romance, Visual Novel, Drama, Linear, Mature, Cartoon, Demons, Clicker, Dark Fantasy, Emotional, 2D, Singleplayer, ",Beginner,low,156,141,15,,,,2D,Singleplayer
game,BlazBlue Entropy Effect,288,40,"Early Access, Action Roguelike, Metroidvania, Action-Adventure, Platformer, Pixel Graphics, Replay Value, 2D, Action, Procedural Generation, Roguelite, Indie, Beat 'em up, Cyberpunk, Post-apocalyptic, Story Rich, Multiple Endings, Roguelike, 2D Fighter, Roguevania, ",Beginner,low,5242,4731,511,"Beat 'em up, Roguelike",Action,,2D,
game,Euro Truck Simulator 2,107,321,"Driving, Transportation, Simulation, Open World, Automobile Sim, Realistic, Moddable, Relaxing, Immersive Sim, Economy, Exploration, Management, Atmospheric, Multiplayer, Controller, Family Friendly, Third Person, Adventure, Casual, Indie, ",Intermediate,normal,723019,704428,18591,Simulation,Adventure,Third Person,,Multiplayer
game,Apex Legends™,0,0,"Free to Play, Battle Royale, Multiplayer, Shooter, FPS, First-Person, PvP, Action, Team-Based, Hero Shooter, Tactical, Sci-fi, Survival, Character Customization, Loot, Funny, Co-op, Lore-Rich, Cyberpunk, Horror, ",Beginner,normal,772350,612671,159679,Battle Royale,"Action, Survival, Co-op",,,Multiplayer
game,Anno 1800,425,1274,"City Builder, Strategy, Simulation, Economy, Multiplayer, Resource Management, Sandbox, RTS, Exploration, Singleplayer, Political, Historical, Co-op, Choose Your Own Adventure, Management, Politics, Story Rich, Building, Choices Matter, Multiple Endings, ",Intermediate,normal,13725,11100,2625,"Simulation, RTS","Strategy, Co-op",,,"Multiplayer, Singleplayer"
game,Soulworker,0,0,"Anime, Free to Play, Sexual Content, Nudity, MMORPG, RPG, Action, Hack and Slash, Action RPG, Multiplayer, Character Action Game, Third Person, Co-op, Online Co-Op, Story Rich, Massively Multiplayer, 2.5D, Dark, Post-apocalyptic, PvE, ",Beginner,low,9943,7280,2663,RPG,"Action, Co-op",Third Person,2.5D,Multiplayer
game,Dead by Daylight,133,246,"Horror, Survival Horror, Multiplayer, Online Co-Op, Co-op, Survival, Gore, Team-Based, Stealth, Blood, Third Person, Violent, First-Person, Psychological Horror, Action, Atmospheric, Strategy, Comedy, Mature, Difficult, ",Beginner,normal,703488,565319,138169,,"Co-op, Survival, Action, Strategy",Third Person,,Multiplayer
game,Granblue Fantasy Versus: Rising,1490,0,"Action, 2D Fighter, Multiplayer, eSports, Singleplayer, Action RPG, Anime, Fighting, Fantasy, Free to Play, Great Soundtrack, ",Intermediate,low,1621,1329,292,,Action,,,"Multiplayer, Singleplayer"
game,FINAL FANTASY VII REMAKE INTERGRADE,995,995,"RPG, Action RPG, JRPG, Action-Adventure, Singleplayer, Party-Based RPG, Spectacle fighter, Third Person, Controller, Action, Adventure, 3D, Fantasy, 3D Platformer, Magic, Realistic, Cinematic, Drama, Story Rich, Sci-fi, ",Intermediate,normal,19496,17443,2053,RPG,"Action, Adventure",Third Person,3D,Singleplayer
game,Marvel’s Spider-Man Remastered,894,596,"Superhero, Open World, Action, Singleplayer, Story Rich, Adventure, Combat, Action-Adventure, Third Person, Parkour, Comic Book, Exploration, Beautiful, Stealth, Great Soundtrack, Funny, Atmospheric, Sci-fi, Multiplayer, Controller, ",Beginner,normal,85732,82514,3218,,"Action, Adventure",Third Person,,"Singleplayer, Multiplayer"
bundle,Summer Memories Bundle,179,325,"Adventure, RPG",Beginner,low,0,0,0,RPG,Adventure,,,
game,Cult of the Lamb,292,196,"Base Building, Cute, Action Roguelike, Character Customization, Singleplayer, Dungeon Crawler, Roguelite, Dark Humor, Colony Sim, Building, 2D, Adventure, Action, Funny, Fantasy, Faith, Controller, Strategy, Colorful, Third Person, ",Beginner,low,63358,59976,3382,,"Adventure, Action, Strategy",Third Person,2D,Singleplayer
game,Ratopia,295,33,"City Builder, Colony Sim, Base Building, Survival, Singleplayer, Adventure, Cute, Resource Management, Management, Simulation, 2D, Indie, Casual, Strategy, Exploration, Sandbox, Early Access, Cartoony, Economy, Open World, ",Beginner,low,1765,1570,195,Simulation,"Survival, Adventure, Strategy",,2D,Singleplayer
game,雀魂麻將(MahjongSoul),0,0,"Psychological Horror, Souls-like, Horror, Thriller, Sexual Content, Survival Horror, Free to Play, Difficult, Nudity, Tabletop, FPS, PvP, Multiplayer, Mature, Casual, Anime, Cute, Mahjong, Dating Sim, Strategy, ",Beginner,low,50686,27649,23037,,Strategy,,,Multiplayer
game,War Thunder,0,0,"Free to Play, Vehicular Combat, Combat, World War II, VR, Flight, War, Military, Tanks, Naval Combat, Simulation, Modern, Cold War, Massively Multiplayer, Action, Realistic, Shooter, Third-Person Shooter, Third Person, Historical, ",Beginner,low,581038,353683,227355,Simulation,Action,Third Person,,
game,UNCHARTED™: Legacy of Thieves Collection,595,595,"Adventure, Action-Adventure, Story Rich, Singleplayer, Third Person, Third-Person Shooter, Action, Puzzle, Controller, Shooter, Exploration, Multiplayer, Parkour, Stealth, Atmospheric, Cinematic, Female Protagonist, Combat, Funny, Platformer, ",Intermediate,normal,17880,15990,1890,,"Adventure, Action",Third Person,,"Singleplayer, Multiplayer"
game,Battlefield™ 2042,319,1280,"FPS, Shooter, Military, Multiplayer, War, Action, First-Person, Combat, Team-Based, PvP, Futuristic, Vehicular Combat, Singleplayer, Modern, Destruction, Physics, Cinematic, Adventure, Hero Shooter, Casual, ",Intermediate,normal,242507,102239,140268,,"Action, Adventure",,,"Multiplayer, Singleplayer"
game,DEAD OR ALIVE Xtreme Venus Vacation,0,0,"Sexual Content, Mature, Free to Play, Hentai, NSFW, Female Protagonist, First-Person, Anime, 3D, Action, Cute, Dating Sim, Sports, Singleplayer, Casual, Open World, Character Customization, RPG, Multiplayer, Simulation, ",Beginner,low,25811,21376,4435,"RPG, Simulation",Action,,3D,"Singleplayer, Multiplayer"
game,Cities: Skylines II,1258,140,"Simulation, City Builder, Building, Singleplayer, Sandbox, Management, Economy, Strategy, Realistic, Multiplayer, Moddable, Relaxing, Casual, Resource Management, Atmospheric, Open World, Early Access, Great Soundtrack, Transportation, Psychological Horror, ",Advanced,normal,41792,25397,16395,Simulation,Strategy,,,"Singleplayer, Multiplayer"
game,Sid Meier’s Civilization® VI,179,1611,"Strategy, Turn-Based Strategy, Multiplayer, Historical, Singleplayer, Grand Strategy, Turn-Based, 4X, War, Simulation, City Builder, Tactical, Building, Management, Great Soundtrack, Moddable, Online Co-Op, Co-op, Hex Grid, Atmospheric, ",Beginner,low,293400,251712,41688,Simulation,"Strategy, Co-op",,,"Multiplayer, Singleplayer"
game,Total War: WARHAMMER III,895,895,"Early Access, Strategy, Turn-Based Strategy, Grand Strategy, RTS, Fantasy, Real Time Tactics, Dark Fantasy, War, Action, Tactical, Atmospheric, Games Workshop, Multiplayer, Colorful, PvP, Co-op, Story Rich, Singleplayer, Online Co-Op, ",Beginner,normal,93019,55638,37381,RTS,"Strategy, Action, Co-op",,,"Multiplayer, Singleplayer"
game,WARRIORS OROCHI 4,1194,796,"Action, Hack and Slash, Musou, Anime, Co-op, Singleplayer, Female Protagonist, Historical, Fantasy, Mythology, Action RPG, Local Co-Op, Adventure, JRPG, Third Person, Multiplayer, Great Soundtrack, Beat 'em up, Sexual Content, ",Intermediate,normal,5007,4332,675,Beat 'em up,"Action, Co-op, Adventure",Third Person,,"Singleplayer, Multiplayer"
bundle,Monster Hunter World: Iceborne Digital Deluxe,610,930,Action,Beginner,low,0,0,0,,Action,,,
game,Divinity: Original Sin 2 - Definitive Edition,311,727,"Tactical RPG, RPG, Turn-Based Strategy, Story Rich, Fantasy, Exploration, CRPG, Character Customization, Party-Based RPG, Strategy RPG, PvP, Female Protagonist, Co-op Campaign, Local Co-Op, Choices Matter, Isometric, Romance, Strategy, Moddable, Funny, ",Intermediate,low,173054,166117,6937,RPG,Strategy,,,
game,Ready or Not,846,0,"Tactical, Realistic, FPS, Multiplayer, Shooter, Co-op, Singleplayer, First-Person, Action, Horror, Violent, Gun Customization, Combat, Crime, Modern, Gore, Atmospheric, America, Co-op Campaign, Early Access, ",Intermediate,normal,142261,126853,15408,,"Co-op, Action",,,"Multiplayer, Singleplayer"
game,The Elder Scrolls® Online,179,420,"RPG, MMORPG, Open World, Adventure, Fantasy, Exploration, Multiplayer, Singleplayer, Massively Multiplayer, Action, Character Customization, PvP, PvE, Lore-Rich, Choose Your Own Adventure, Story Rich, Magic, Action RPG, Class-Based, Atmospheric, ",Beginner,low,140948,115165,25783,RPG,"Adventure, Action",,,"Multiplayer, Singleplayer"
game,Atomic Heart,795,795,"Horror, Sexual Content, FPS, Puzzle, Mystery, Robots, Singleplayer, Shooter, Action, Sci-fi, First-Person, Action-Adventure, Open World, Exploration, Alternate History, Atmospheric, Gore, Action RPG, Cyberpunk, RPG, ",Intermediate,normal,27910,23638,4272,RPG,Action,,,Singleplayer
game,Super Robot Wars 30,676,1014,"Strategy, RPG, JRPG, Turn-Based Strategy, Simulation, Mechs, Strategy RPG, Turn-Based Tactics, Anime, Tactical RPG, Visual Novel, 2D, Sci-fi, Isometric, Robots, Turn-Based Combat, Story Rich, Singleplayer, Turn-Based, Lore-Rich, ",Beginner,low,5228,4617,611,"RPG, Simulation",Strategy,,2D,Singleplayer
game,Hearts of Iron IV,272,636,"Strategy, World War II, Grand Strategy, War, Historical, Military, Alternate History, Multiplayer, Simulation, Tactical, Real-Time with Pause, Singleplayer, RTS, Diplomacy, Sandbox, Co-op, Competitive, Strategy RPG, Open World, Action, ",Intermediate,low,262277,240990,21287,"Simulation, RTS","Strategy, Co-op, Action",,,"Multiplayer, Singleplayer"
game,Diablo® IV,1331,888,"Action RPG, Hack and Slash, Isometric, Singleplayer, Online Co-Op, Co-op, RPG, Action, Third Person, Fantasy, Multiplayer, PvE, Story Rich, Dungeon Crawler, Loot, Dark Fantasy, Point & Click, Gore, Exploration, Violent, ",Intermediate,low,17674,10498,7176,RPG,"Co-op, Action",Third Person,,"Singleplayer, Multiplayer"
game,Lies of P,1032,258,"Souls-like, Action, Dark Fantasy, Exploration, Action RPG, Third Person, 3D, Dark, Adventure, Singleplayer, Story Rich, Steampunk, Atmospheric, RPG, Choices Matter, Multiple Endings, Violent, Gothic, Replay Value, Open World, ",Beginner,normal,24805,22968,1837,RPG,"Action, Adventure",Third Person,3D,Singleplayer
game,Tom Clancy's Rainbow Six® Siege,228,341,"FPS, PvP, eSports, Multiplayer, Tactical, Shooter, Competitive, Online Co-Op, Action, Hero Shooter, Team-Based, Military, War, Strategy, Realistic, First-Person, Destruction, Co-op, Difficult, 3D, ",Beginner,normal,1209585,1038031,171554,,"Action, Strategy, Co-op",,3D,Multiplayer
game,Sons Of The Forest,390,98,"Survival, Open World, Multiplayer, Survival Horror, Co-op, Base Building, Crafting, Horror, First-Person, Exploration, Adventure, Building, Singleplayer, Atmospheric, Action-Adventure, Sandbox, Action, Simulation, Early Access, Immersive Sim, ",Intermediate,high,170440,145636,24804,Simulation,"Survival, Co-op, Adventure, Action",,,"Multiplayer, Singleplayer"
game,Yakuza: Like a Dragon,338,1352,"RPG, Adventure, Action, JRPG, Turn-Based Combat, Story Rich, Turn-Based, Open World, Singleplayer, Funny, Crime, Violent, Great Soundtrack, Comedy, Sexual Content, Minigames, Drama, Nudity, Third Person, Anime, ",Intermediate,normal,24415,23303,1112,RPG,"Adventure, Action",Third Person,,Singleplayer
game,The Elder Scrolls V: Skyrim Special Edition,239,960,"Open World, RPG, Adventure, Singleplayer, Fantasy, Character Customization, Moddable, Dragons, Story Rich, Magic, First-Person, Action, Atmospheric, Great Soundtrack, Third Person, Stealth, Classic, Remake, Female Protagonist, Walking Simulator, ",Intermediate,normal,280492,256235,24257,RPG,"Adventure, Action",Third Person,,Singleplayer
bundle,Age of Empires 25th Anniversary Collection,1401,3578,"Strategy, Simulation",Beginner,low,0,0,0,Simulation,Strategy,,,
game,BattleBit Remastered,246,164,"FPS, Multiplayer, Shooter, Destruction, Military, Massively Multiplayer, PvP, Action, War, Tactical, First-Person, Team-Based, Combat, Class-Based, Gun Customization, Character Customization, 3D, Indie, Early Access, Voxel, ",Intermediate,normal,119119,106373,12746,,Action,,3D,Multiplayer
game,Stellaris,221,517,"Space, Grand Strategy, Strategy, Sci-fi, 4X, Exploration, Sandbox, Simulation, Multiplayer, Singleplayer, Real-Time with Pause, Moddable, Diplomacy, Management, Futuristic, Military, Replay Value, Great Soundtrack, Atmospheric, Procedural Generation, ",Beginner,low,158472,140315,18157,Simulation,Strategy,,,"Multiplayer, Singleplayer"
